Document_name 	 Actual Class 	 Predicted Class
67137	comp.windows.x	comp.windows.x
83666	talk.religion.misc	alt.atheism
83667	talk.religion.misc	talk.religion.misc
83660	talk.religion.misc	talk.religion.misc
67133	comp.windows.x	comp.windows.x
54310	sci.electronics	sci.electronics
76093	misc.forsale	misc.forsale
76091	misc.forsale	misc.forsale
76097	misc.forsale	comp.sys.ibm.pc.hardware
76099	misc.forsale	misc.forsale
38884	comp.graphics	comp.graphics
59020	sci.med	sci.med
59023	sci.med	sci.med
59022	sci.med	sci.med
178442	talk.politics.misc	talk.politics.guns
178443	talk.politics.misc	talk.politics.misc
178440	talk.politics.misc	talk.politics.misc
178446	talk.politics.misc	talk.politics.misc
178444	talk.politics.misc	talk.religion.misc
178445	talk.politics.misc	talk.politics.misc
178448	talk.politics.misc	talk.politics.misc
15271	sci.crypt	sci.crypt
15272	sci.crypt	sci.crypt
15273	sci.crypt	sci.crypt
15276	sci.crypt	sci.crypt
15277	sci.crypt	sci.crypt
15278	sci.crypt	sci.crypt
39631	comp.graphics	comp.graphics
50428	comp.sys.mac.hardware	comp.sys.mac.hardware
50426	comp.sys.mac.hardware	comp.sys.mac.hardware
50422	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
16078	sci.crypt	sci.crypt
16073	sci.crypt	sci.crypt
16071	sci.crypt	sci.crypt
16070	sci.crypt	sci.crypt
16077	sci.crypt	sci.crypt
16074	sci.crypt	sci.crypt
38291	comp.graphics	comp.graphics
39638	comp.graphics	comp.graphics
60911	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60910	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60915	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60916	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60919	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60918	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
61207	sci.space	sci.space
61204	sci.space	sci.space
61205	sci.space	sci.space
61202	sci.space	sci.space
61200	sci.space	sci.space
61201	sci.space	sci.space
61208	sci.space	sci.space
61209	sci.space	sci.space
38296	comp.graphics	comp.graphics
104283	rec.motorcycles	rec.motorcycles
104282	rec.motorcycles	rec.motorcycles
104287	rec.motorcycles	rec.motorcycles
21461	soc.religion.christian	soc.religion.christian
58888	sci.med	sci.med
51119	alt.atheism	alt.atheism
52136	comp.sys.mac.hardware	comp.sys.mac.hardware
52137	comp.sys.mac.hardware	comp.sys.mac.hardware
52642	rec.sport.hockey	rec.sport.hockey
52135	comp.sys.mac.hardware	comp.sys.mac.hardware
52132	comp.sys.mac.hardware	comp.sys.mac.hardware
52645	rec.sport.hockey	rec.sport.hockey
52130	comp.sys.mac.hardware	comp.graphics
52131	comp.sys.mac.hardware	comp.sys.mac.hardware
52138	comp.sys.mac.hardware	comp.sys.mac.hardware
102934	rec.autos	rec.autos
102933	rec.autos	rec.autos
102931	rec.autos	rec.autos
102930	rec.autos	rec.autos
60404	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
102938	rec.autos	talk.politics.guns
20521	soc.religion.christian	soc.religion.christian
20524	soc.religion.christian	soc.religion.christian
20526	soc.religion.christian	soc.religion.christian
20527	soc.religion.christian	soc.religion.christian
20528	soc.religion.christian	soc.religion.christian
20529	soc.religion.christian	soc.religion.christian
83876	talk.religion.misc	talk.religion.misc
58116	sci.med	sci.med
74756	misc.forsale	misc.forsale
58115	sci.med	sci.med
54422	talk.politics.guns	talk.politics.guns
54423	talk.politics.guns	talk.politics.guns
54420	talk.politics.guns	talk.politics.guns
54421	talk.politics.guns	talk.politics.guns
54426	talk.politics.guns	talk.religion.misc
54424	talk.politics.guns	talk.politics.guns
54425	talk.politics.guns	talk.politics.guns
54429	talk.politics.guns	talk.politics.guns
58119	sci.med	sci.med
15869	sci.crypt	sci.crypt
15868	sci.crypt	sci.crypt
15719	sci.crypt	sci.crypt
15718	sci.crypt	sci.crypt
15717	sci.crypt	sci.crypt
15864	sci.crypt	sci.crypt
59619	sci.med	sci.med
15713	sci.crypt	sci.crypt
15860	sci.crypt	sci.crypt
15863	sci.crypt	sci.crypt
15710	sci.crypt	sci.crypt
9744	comp.os.ms-windows.misc	comp.windows.x
9745	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
53511	alt.atheism	talk.religion.misc
9743	comp.os.ms-windows.misc	comp.sys.mac.hardware
53518	alt.atheism	alt.atheism
9748	comp.os.ms-windows.misc	comp.os.ms-windows.misc
21434	soc.religion.christian	soc.religion.christian
21437	soc.religion.christian	soc.religion.christian
21431	soc.religion.christian	soc.religion.christian
21433	soc.religion.christian	soc.religion.christian
20796	soc.religion.christian	soc.religion.christian
178323	talk.politics.misc	talk.politics.misc
178322	talk.politics.misc	talk.politics.misc
178327	talk.politics.misc	talk.politics.misc
178325	talk.politics.misc	talk.politics.mideast
178324	talk.politics.misc	talk.religion.misc
54390	talk.politics.guns	talk.politics.guns
54393	talk.politics.guns	talk.politics.guns
54394	talk.politics.guns	talk.politics.guns
54397	talk.politics.guns	talk.politics.guns
67582	comp.windows.x	comp.windows.x
38393	comp.graphics	comp.graphics
20799	soc.religion.christian	soc.religion.christian
67363	comp.windows.x	comp.sys.ibm.pc.hardware
67362	comp.windows.x	comp.windows.x
67360	comp.windows.x	comp.windows.x
67365	comp.windows.x	comp.graphics
67368	comp.windows.x	comp.windows.x
52263	comp.sys.mac.hardware	comp.sys.mac.hardware
59203	sci.med	sci.med
178859	talk.politics.misc	talk.politics.misc
178589	talk.politics.misc	talk.politics.misc
178588	talk.politics.misc	talk.politics.misc
178855	talk.politics.misc	talk.politics.misc
178584	talk.politics.misc	talk.politics.misc
178583	talk.politics.misc	talk.politics.misc
178582	talk.politics.misc	talk.politics.misc
178853	talk.politics.misc	talk.politics.misc
178852	talk.politics.misc	talk.politics.misc
66189	comp.windows.x	comp.windows.x
76152	misc.forsale	misc.forsale
76150	misc.forsale	misc.forsale
76151	misc.forsale	misc.forsale
76404	talk.politics.mideast	talk.politics.mideast
76157	talk.politics.mideast	talk.politics.mideast
76154	misc.forsale	misc.forsale
76408	talk.politics.mideast	talk.politics.mideast
76159	misc.forsale	misc.forsale
58883	sci.med	sci.med
60701	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
66980	comp.windows.x	comp.windows.x
66983	comp.windows.x	comp.graphics
66987	comp.windows.x	comp.windows.x
66988	comp.windows.x	comp.windows.x
55110	talk.politics.guns	talk.politics.guns
55113	talk.politics.guns	rec.motorcycles
55115	talk.politics.guns	talk.politics.guns
55114	talk.politics.guns	talk.politics.guns
55117	talk.politics.guns	talk.politics.guns
55116	talk.politics.guns	talk.politics.guns
55119	talk.politics.guns	talk.politics.guns
103719	rec.autos	rec.autos
38358	comp.graphics	comp.graphics
103711	rec.autos	rec.autos
103712	rec.autos	rec.autos
103713	rec.autos	rec.autos
103714	rec.autos	rec.autos
38357	comp.graphics	comp.graphics
178722	talk.politics.misc	talk.politics.misc
51279	alt.atheism	alt.atheism
51270	alt.atheism	alt.atheism
51271	alt.atheism	alt.atheism
51273	alt.atheism	alt.atheism
51275	alt.atheism	alt.atheism
51276	alt.atheism	alt.atheism
51277	alt.atheism	alt.atheism
176908	talk.politics.misc	talk.politics.misc
39005	comp.graphics	comp.graphics
39004	comp.graphics	comp.graphics
39007	comp.graphics	comp.graphics
39003	comp.graphics	comp.graphics
54610	talk.politics.guns	talk.politics.guns
102928	rec.autos	rec.autos
39009	comp.graphics	misc.forsale
104496	rec.motorcycles	rec.motorcycles
104495	rec.motorcycles	rec.motorcycles
104492	rec.motorcycles	rec.motorcycles
104490	rec.motorcycles	rec.motorcycles
104498	rec.motorcycles	rec.motorcycles
51859	comp.sys.mac.hardware	comp.sys.mac.hardware
51851	comp.sys.mac.hardware	comp.sys.mac.hardware
51852	comp.sys.mac.hardware	comp.sys.mac.hardware
51853	comp.sys.mac.hardware	comp.sys.mac.hardware
105010	rec.motorcycles	rec.motorcycles
105013	rec.sport.baseball	rec.sport.baseball
105019	rec.sport.baseball	rec.sport.baseball
53070	alt.atheism	alt.atheism
38396	comp.graphics	sci.electronics
104720	rec.motorcycles	rec.motorcycles
104721	rec.motorcycles	rec.motorcycles
103757	rec.autos	rec.autos
104724	rec.motorcycles	rec.motorcycles
104725	rec.motorcycles	rec.motorcycles
104726	rec.motorcycles	rec.motorcycles
9538	comp.os.ms-windows.misc	comp.graphics
104728	rec.motorcycles	rec.motorcycles
9535	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9532	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9530	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
60134	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
21609	soc.religion.christian	soc.religion.christian
21607	soc.religion.christian	soc.religion.christian
21604	soc.religion.christian	soc.religion.christian
38391	comp.graphics	comp.graphics
21602	soc.religion.christian	soc.religion.christian
21603	soc.religion.christian	soc.religion.christian
21600	soc.religion.christian	soc.religion.christian
21601	soc.religion.christian	soc.religion.christian
39622	comp.graphics	rec.sport.hockey
84119	talk.religion.misc	talk.politics.guns
84118	talk.religion.misc	alt.atheism
84115	talk.religion.misc	talk.religion.misc
84114	talk.religion.misc	alt.atheism
84113	talk.religion.misc	talk.politics.misc
38860	comp.graphics	comp.graphics
58068	sci.med	sci.space
58066	sci.med	sci.med
58064	sci.med	sci.med
58062	sci.med	sci.med
58060	sci.med	sci.med
58061	sci.med	sci.med
38519	comp.graphics	comp.graphics
39046	comp.graphics	comp.graphics
38511	comp.graphics	comp.graphics
53810	rec.sport.hockey	rec.sport.hockey
53724	rec.sport.hockey	rec.sport.hockey
53726	rec.sport.hockey	rec.sport.hockey
53727	rec.sport.hockey	rec.sport.hockey
53720	rec.sport.hockey	rec.sport.hockey
53721	rec.sport.hockey	rec.sport.hockey
102896	rec.autos	rec.autos
102899	rec.autos	rec.autos
53728	rec.sport.hockey	rec.sport.hockey
104878	rec.motorcycles	rec.motorcycles
104879	rec.motorcycles	rec.motorcycles
38635	comp.graphics	misc.forsale
38637	comp.graphics	comp.graphics
104870	rec.motorcycles	rec.motorcycles
104871	rec.motorcycles	rec.motorcycles
68298	comp.windows.x	comp.windows.x
68299	comp.windows.x	comp.graphics
104876	rec.motorcycles	rec.motorcycles
20974	soc.religion.christian	soc.religion.christian
83468	talk.religion.misc	alt.atheism
102762	rec.autos	rec.autos
102763	rec.autos	rec.autos
102760	rec.autos	rec.autos
102761	rec.autos	rec.autos
83462	talk.religion.misc	talk.religion.misc
102767	rec.autos	rec.autos
102765	rec.autos	rec.autos
54189	alt.atheism	alt.atheism
54188	alt.atheism	talk.religion.misc
54187	alt.atheism	alt.atheism
54181	rec.sport.hockey	rec.sport.baseball
54183	rec.sport.hockey	rec.sport.hockey
68182	comp.windows.x	comp.windows.x
67114	comp.windows.x	comp.windows.x
67115	comp.windows.x	comp.windows.x
67116	comp.windows.x	comp.windows.x
67117	comp.windows.x	comp.windows.x
67110	comp.windows.x	comp.windows.x
67113	comp.windows.x	talk.politics.mideast
67118	comp.windows.x	comp.sys.ibm.pc.hardware
67119	comp.windows.x	comp.windows.x
83602	talk.religion.misc	talk.religion.misc
83600	talk.religion.misc	talk.religion.misc
68185	comp.windows.x	comp.sys.mac.hardware
83606	talk.religion.misc	talk.religion.misc
83604	talk.religion.misc	talk.politics.misc
59555	sci.med	sci.med
59006	sci.med	sci.med
59557	sci.med	sci.med
59004	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
59003	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
59550	sci.med	sci.med
59553	sci.med	sci.med
59000	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
103382	rec.autos	rec.autos
103381	rec.autos	rec.autos
103380	rec.autos	rec.autos
59558	sci.med	sci.med
59009	sci.med	sci.med
59008	sci.med	sci.med
83676	talk.religion.misc	talk.politics.guns
178468	talk.politics.misc	talk.politics.misc
178464	talk.politics.misc	talk.politics.misc
178467	talk.politics.misc	talk.politics.misc
178460	talk.politics.misc	talk.politics.misc
178461	talk.politics.misc	talk.politics.misc
76214	misc.forsale	talk.politics.misc
76216	misc.forsale	misc.forsale
76211	misc.forsale	misc.forsale
76210	misc.forsale	misc.forsale
76213	misc.forsale	misc.forsale
76219	misc.forsale	misc.forsale
15299	sci.crypt	sci.crypt
15297	sci.crypt	sci.crypt
15295	sci.crypt	sci.crypt
15290	sci.crypt	sci.crypt
59210	sci.med	sci.med
52803	sci.electronics	misc.forsale
52801	sci.electronics	sci.electronics
59218	sci.med	sci.med
52809	sci.electronics	comp.sys.ibm.pc.hardware
77298	talk.politics.mideast	talk.politics.mideast
60938	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60937	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60934	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
77296	talk.politics.mideast	talk.politics.mideast
59642	sci.med	sci.med
62386	sci.space	sci.space
61228	sci.space	sci.space
61220	sci.space	sci.space
38694	comp.graphics	comp.graphics
38693	comp.graphics	comp.graphics
16011	sci.crypt	sci.crypt
16014	sci.crypt	sci.crypt
21404	soc.religion.christian	soc.religion.christian
16019	sci.crypt	sci.crypt
38370	comp.graphics	comp.graphics
104260	rec.sport.baseball	rec.sport.baseball
60248	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60245	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60244	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60247	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60241	comp.sys.ibm.pc.hardware	comp.graphics
60243	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60242	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
178911	talk.politics.misc	talk.politics.misc
51131	alt.atheism	alt.atheism
51130	alt.atheism	alt.atheism
51136	alt.atheism	alt.atheism
51135	alt.atheism	alt.atheism
20720	soc.religion.christian	soc.religion.christian
20893	soc.religion.christian	soc.religion.christian
52118	comp.sys.mac.hardware	comp.sys.mac.hardware
52119	comp.sys.mac.hardware	comp.sys.mac.hardware
20897	soc.religion.christian	soc.religion.christian
52115	comp.sys.mac.hardware	comp.sys.mac.hardware
20728	soc.religion.christian	soc.religion.christian
52117	comp.sys.mac.hardware	comp.sys.mac.hardware
52110	comp.sys.mac.hardware	comp.sys.mac.hardware
52113	comp.sys.mac.hardware	comp.sys.mac.hardware
102951	rec.autos	rec.autos
102953	rec.autos	rec.autos
60798	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
102955	rec.autos	rec.autos
102957	rec.autos	talk.politics.guns
60793	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
102958	rec.autos	rec.autos
83858	talk.religion.misc	alt.atheism
83857	talk.religion.misc	alt.atheism
83856	talk.religion.misc	talk.religion.misc
83851	talk.religion.misc	alt.atheism
83850	talk.religion.misc	alt.atheism
54408	talk.politics.guns	talk.politics.guns
54409	talk.politics.guns	talk.religion.misc
54400	talk.politics.guns	talk.politics.guns
54401	talk.politics.guns	talk.politics.misc
54402	talk.politics.guns	talk.politics.guns
54405	talk.politics.guns	talk.politics.guns
59638	sci.med	sci.med
59639	sci.med	sci.med
76458	misc.forsale	misc.forsale
39650	comp.graphics	comp.windows.x
15843	sci.crypt	sci.crypt
15842	sci.crypt	sci.crypt
15840	sci.crypt	sci.crypt
15846	sci.crypt	sci.crypt
15845	sci.crypt	sci.crypt
53579	rec.sport.hockey	rec.sport.hockey
9763	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9761	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9766	comp.os.ms-windows.misc	talk.politics.misc
9764	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9765	comp.os.ms-windows.misc	comp.graphics
53571	rec.sport.hockey	rec.sport.hockey
53570	rec.sport.hockey	rec.sport.hockey
53573	rec.sport.hockey	rec.sport.hockey
9769	comp.os.ms-windows.misc	sci.electronics
53575	rec.sport.hockey	rec.sport.hockey
21413	soc.religion.christian	soc.religion.christian
176990	talk.politics.misc	misc.forsale
176996	talk.politics.misc	talk.politics.misc
176995	talk.politics.misc	talk.politics.misc
176998	talk.politics.misc	talk.politics.mideast
21418	soc.religion.christian	soc.religion.christian
52559	rec.sport.hockey	rec.sport.hockey
67561	comp.windows.x	comp.windows.x
67560	comp.windows.x	comp.windows.x
59461	sci.med	sci.med
10142	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
59460	sci.med	sci.med
10145	comp.os.ms-windows.misc	sci.crypt
10144	comp.os.ms-windows.misc	comp.windows.x
53601	rec.sport.hockey	rec.sport.hockey
59397	sci.med	sci.med
10146	comp.os.ms-windows.misc	comp.os.ms-windows.misc
59396	sci.med	sci.med
68338	comp.windows.x	comp.windows.x
59395	sci.med	sci.med
54885	talk.politics.guns	talk.politics.guns
103242	rec.autos	rec.autos
68333	comp.windows.x	comp.windows.x
68332	comp.windows.x	comp.windows.x
103243	rec.autos	rec.autos
67309	comp.windows.x	comp.windows.x
178875	talk.politics.misc	talk.politics.guns
178873	talk.politics.misc	talk.politics.misc
178872	talk.politics.misc	talk.politics.misc
178870	talk.politics.misc	talk.politics.misc
67300	comp.windows.x	comp.windows.x
67303	comp.windows.x	comp.sys.mac.hardware
67305	comp.windows.x	comp.windows.x
67306	comp.windows.x	comp.graphics
54882	talk.politics.guns	talk.politics.guns
39040	comp.graphics	comp.graphics
62131	sci.space	sci.space
62130	sci.space	sci.space
76178	misc.forsale	misc.forsale
15590	sci.crypt	comp.graphics
15593	sci.crypt	sci.crypt
59497	sci.med	sci.med
15594	sci.crypt	sci.crypt
76588	misc.forsale	misc.forsale
15599	sci.crypt	sci.crypt
9952	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
76175	misc.forsale	misc.forsale
76176	misc.forsale	misc.forsale
76177	misc.forsale	rec.sport.baseball
178706	talk.politics.misc	talk.politics.misc
178703	talk.politics.misc	talk.politics.misc
178702	talk.politics.misc	talk.politics.misc
178709	talk.politics.misc	talk.politics.misc
66968	comp.windows.x	comp.windows.x
66966	comp.windows.x	comp.windows.x
66967	comp.windows.x	comp.graphics
66964	comp.windows.x	comp.windows.x
66965	comp.windows.x	comp.windows.x
66962	comp.windows.x	comp.windows.x
66960	comp.windows.x	comp.windows.x
66961	comp.windows.x	comp.windows.x
103772	rec.autos	rec.autos
103773	rec.autos	rec.autos
103770	rec.autos	rec.autos
103771	rec.autos	rec.autos
103777	rec.autos	rec.autos
38376	comp.graphics	comp.graphics
103775	rec.autos	rec.motorcycles
38378	comp.graphics	comp.graphics
38379	comp.graphics	comp.graphics
58983	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
15335	sci.crypt	sci.crypt
76604	misc.forsale	misc.forsale
15337	sci.crypt	sci.crypt
15331	sci.crypt	sci.crypt
15330	sci.crypt	sci.crypt
15333	sci.crypt	sci.crypt
15339	sci.crypt	sci.crypt
21723	soc.religion.christian	soc.religion.christian
84358	talk.religion.misc	talk.religion.misc
60440	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
9975	comp.os.ms-windows.misc	comp.graphics
39020	comp.graphics	talk.politics.misc
39027	comp.graphics	comp.graphics
9972	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9971	comp.os.ms-windows.misc	comp.sys.mac.hardware
39029	comp.graphics	comp.graphics
39028	comp.graphics	comp.graphics
51839	comp.sys.mac.hardware	comp.sys.mac.hardware
51833	comp.sys.mac.hardware	comp.sys.mac.hardware
51831	comp.sys.mac.hardware	comp.sys.mac.hardware
51834	comp.sys.mac.hardware	comp.sys.mac.hardware
51835	comp.sys.mac.hardware	alt.atheism
105039	rec.motorcycles	rec.motorcycles
105033	rec.sport.baseball	rec.sport.baseball
105031	rec.sport.baseball	talk.politics.guns
105036	rec.sport.baseball	rec.sport.baseball
105034	rec.sport.baseball	rec.sport.baseball
21624	soc.religion.christian	soc.religion.christian
21626	soc.religion.christian	soc.religion.christian
21627	soc.religion.christian	soc.religion.christian
104742	rec.motorcycles	rec.motorcycles
104743	rec.motorcycles	rec.motorcycles
104747	rec.motorcycles	rec.motorcycles
104744	rec.motorcycles	rec.motorcycles
104745	rec.motorcycles	rec.motorcycles
75885	misc.forsale	alt.atheism
75887	misc.forsale	misc.forsale
75880	misc.forsale	misc.forsale
75883	misc.forsale	misc.forsale
75888	misc.forsale	misc.forsale
58044	sci.med	talk.politics.misc
58045	sci.med	sci.med
59064	sci.med	sci.med
58048	sci.med	sci.med
59067	sci.med	sci.med
52567	rec.sport.hockey	rec.sport.hockey
84395	talk.religion.misc	talk.religion.misc
52563	rec.sport.hockey	rec.sport.baseball
84396	talk.religion.misc	talk.religion.misc
60476	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60477	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60474	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60475	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60472	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
59063	sci.med	sci.med
60470	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
38573	comp.graphics	comp.graphics
38570	comp.graphics	comp.graphics
59062	sci.med	sci.med
38576	comp.graphics	comp.graphics
38577	comp.graphics	comp.graphics
38574	comp.graphics	comp.graphics
38575	comp.graphics	comp.graphics
9515	comp.os.ms-windows.misc	comp.graphics
53967	rec.sport.hockey	rec.sport.hockey
10770	comp.os.ms-windows.misc	comp.windows.x
10771	comp.os.ms-windows.misc	comp.os.ms-windows.misc
53962	rec.sport.hockey	rec.sport.hockey
53960	rec.sport.hockey	rec.sport.hockey
53745	rec.sport.hockey	rec.sport.hockey
53748	rec.sport.hockey	rec.sport.hockey
58956	sci.med	sci.med
58957	sci.med	sci.space
104810	rec.motorcycles	rec.motorcycles
104811	rec.motorcycles	rec.motorcycles
104816	rec.motorcycles	rec.motorcycles
104817	rec.motorcycles	rec.motorcycles
54215	alt.atheism	alt.atheism
59069	sci.med	sci.med
54216	alt.atheism	alt.atheism
54211	sci.electronics	sci.electronics
54210	sci.electronics	sci.electronics
54213	sci.electronics	sci.electronics
38619	comp.graphics	comp.graphics
38617	comp.graphics	comp.graphics
38615	comp.graphics	comp.graphics
38614	comp.graphics	comp.graphics
38613	comp.graphics	sci.electronics
38611	comp.graphics	comp.graphics
102744	rec.autos	rec.autos
83445	talk.religion.misc	talk.religion.misc
83446	talk.religion.misc	talk.religion.misc
83442	talk.religion.misc	soc.religion.christian
83448	talk.religion.misc	talk.politics.misc
83449	talk.religion.misc	talk.religion.misc
10196	comp.os.ms-windows.misc	sci.electronics
83621	talk.religion.misc	talk.politics.misc
67170	comp.windows.x	comp.windows.x
83623	talk.religion.misc	soc.religion.christian
67176	comp.windows.x	comp.windows.x
67177	comp.windows.x	comp.windows.x
67174	comp.windows.x	comp.windows.x
10191	comp.os.ms-windows.misc	comp.windows.x
10094	comp.os.ms-windows.misc	comp.graphics
39629	comp.graphics	sci.crypt
39628	comp.graphics	comp.graphics
10199	comp.os.ms-windows.misc	comp.windows.x
83904	talk.religion.misc	alt.atheism
83901	talk.religion.misc	soc.religion.christian
84148	talk.religion.misc	talk.religion.misc
83903	talk.religion.misc	talk.politics.misc
59575	sci.med	sci.med
59578	sci.med	sci.med
84149	talk.religion.misc	talk.religion.misc
76232	misc.forsale	misc.forsale
8514	comp.os.ms-windows.misc	comp.graphics
76230	misc.forsale	misc.forsale
76236	misc.forsale	misc.forsale
76239	misc.forsale	misc.forsale
76238	misc.forsale	misc.forsale
50461	comp.sys.mac.hardware	comp.sys.mac.hardware
50467	comp.sys.mac.hardware	comp.sys.mac.hardware
50468	comp.sys.mac.hardware	comp.sys.mac.hardware
178921	talk.politics.misc	talk.religion.misc
61028	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
61026	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
61027	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
61025	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
52829	sci.electronics	rec.autos
52823	sci.electronics	sci.electronics
52826	sci.electronics	sci.electronics
178696	talk.politics.misc	talk.politics.misc
178694	talk.politics.misc	talk.politics.misc
61241	sci.space	comp.graphics
61246	sci.space	sci.space
61247	sci.space	sci.electronics
61244	sci.space	sci.space
16039	sci.crypt	sci.crypt
16038	sci.crypt	sci.crypt
16036	sci.crypt	sci.crypt
16035	sci.crypt	sci.crypt
16031	sci.crypt	sci.crypt
59106	sci.med	sci.med
60269	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware
60263	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware
60262	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60261	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60267	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60266	comp.sys.ibm.pc.hardware	sci.space
60265	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60264	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
59105	sci.med	sci.med
51158	alt.atheism	alt.atheism
51152	alt.atheism	alt.atheism
51155	alt.atheism	alt.atheism
51154	alt.atheism	alt.atheism
20709	soc.religion.christian	soc.religion.christian
52178	comp.sys.mac.hardware	comp.sys.mac.hardware
52179	comp.sys.mac.hardware	comp.sys.mac.hardware
20879	soc.religion.christian	soc.religion.christian
20876	soc.religion.christian	soc.religion.christian
52173	comp.sys.mac.hardware	comp.sys.mac.hardware
20703	soc.religion.christian	soc.religion.christian
52176	comp.sys.mac.hardware	comp.sys.mac.hardware
52174	comp.sys.mac.hardware	comp.sys.mac.hardware
20707	soc.religion.christian	soc.religion.christian
53881	rec.sport.hockey	rec.sport.hockey
53880	rec.sport.hockey	rec.sport.hockey
53883	rec.sport.hockey	rec.sport.hockey
53882	rec.sport.hockey	rec.sport.hockey
53885	rec.sport.hockey	rec.sport.baseball
102973	rec.autos	rec.autos
53888	rec.sport.hockey	rec.sport.hockey
102970	rec.autos	rec.motorcycles
102975	rec.autos	rec.autos
102974	rec.autos	talk.politics.guns
53089	alt.atheism	talk.religion.misc
10698	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9168	comp.os.ms-windows.misc	comp.sys.mac.hardware
39624	comp.graphics	comp.graphics
9164	comp.os.ms-windows.misc	comp.sys.mac.hardware
9165	comp.os.ms-windows.misc	sci.electronics
9166	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
10695	comp.os.ms-windows.misc	comp.graphics
9162	comp.os.ms-windows.misc	comp.windows.x
10696	comp.os.ms-windows.misc	comp.os.ms-windows.misc
54085	rec.sport.hockey	rec.sport.hockey
53096	alt.atheism	alt.atheism
54086	rec.sport.hockey	rec.sport.baseball
176847	talk.politics.misc	talk.politics.misc
10684	comp.os.ms-windows.misc	comp.os.ms-windows.misc
52576	rec.sport.hockey	rec.sport.hockey
37954	comp.graphics	comp.graphics
53556	rec.sport.hockey	rec.sport.hockey
53227	alt.atheism	talk.religion.misc
53226	alt.atheism	alt.atheism
53551	rec.sport.hockey	rec.sport.hockey
37956	comp.graphics	comp.graphics
53229	alt.atheism	alt.atheism
53558	rec.sport.hockey	rec.sport.hockey
9709	comp.os.ms-windows.misc	comp.graphics
9700	comp.os.ms-windows.misc	comp.graphics
9701	comp.os.ms-windows.misc	comp.windows.x
9702	comp.os.ms-windows.misc	comp.graphics
